instance,parent,issue_type,dead_names,missing_slots,visual_tier,sibling_group,lookdev_note
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_AtlasFlowersA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasFlowersA.MI_AtlasFlowersA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_AtlasIvy,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasIvy.MI_AtlasIvy,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_AtlasLeafA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasLeafA.MI_AtlasLeafA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_AtlasLeafB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasLeafB.MI_AtlasLeafB,DEAD-OVERRIDE,RefractionDepthBias,,MID,,Dead overrides may cause unpredictable shading: RefractionDepthBias
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_AtlasPaintPatternsA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasPaintPatternsA.MI_AtlasPaintPatternsA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_AtlasTreeA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasTreeA.MI_AtlasTreeA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneCleanA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanA.MI_BrickStoneCleanA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneCleanB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanB.MI_BrickStoneCleanB,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneCleanBeigeA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanBeigeA.MI_BrickStoneCleanBeigeA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneCleanBlueA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanBlueA.MI_BrickStoneCleanBlueA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneCleanBlueB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanBlueB.MI_BrickStoneCleanBlueB,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneCleanTrimB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanTrimB.MI_BrickStoneCleanTrimB,DEAD-OVERRIDE,RefractionDepthBias,Albedo,MID,,Dead overrides may cause unpredictable shading: RefractionDepthBias
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneDamagedA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneDamagedA.MI_BrickStoneDamagedA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneDamagedB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneDamagedB.MI_BrickStoneDamagedB,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneDamagedC,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneDamagedC.MI_BrickStoneDamagedC,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_BrickStoneTrimA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneTrimA.MI_BrickStoneTrimA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_ClayRoofTilesOrangeA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_ClayRoofTilesOrangeA.MI_ClayRoofTilesOrangeA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_CobblestoneStoneFloorA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_CobblestoneStoneFloorA.MI_CobblestoneStoneFloorA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_CobblestoneStoneFloorB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_CobblestoneStoneFloorB.MI_CobblestoneStoneFloorB,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_GoldWornA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_GoldWornA.MI_GoldWornA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_Grass,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_Grass.MI_Grass,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_HaleBale,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_HaleBale.MI_HaleBale,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_Iron,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_Iron.MI_Iron,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_LeatherBrownOldA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_LeatherBrownOldA.MI_LeatherBrownOldA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_MarbleWhiteA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_MarbleWhiteA.MI_MarbleWhiteA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_MetalForgedA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_MetalForgedA.MI_MetalForgedA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_MetalPBronze,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_MetalPBronze.MI_MetalPBronze,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_PropsBaskets,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsBaskets.MI_PropsBaskets,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_PropsBenchB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsBenchB.MI_PropsBenchB,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_PropsHarp,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsHarp.MI_PropsHarp,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_PropsPots,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsPots.MI_PropsPots,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_PropsSpear,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsSpear.MI_PropsSpear,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_RopesTrimA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_RopesTrimA.MI_RopesTrimA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_SandStonePaintedBeigeA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_SandStonePaintedBeigeA.MI_SandStonePaintedBeigeA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_SandStonePaintedRedA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_SandStonePaintedRedA.MI_SandStonePaintedRedA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_SoilGroundA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_SoilGroundA.MI_SoilGroundA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_StoneA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_StoneA.MI_StoneA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_StoneCleanPillarsA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_StoneCleanPillarsA.MI_StoneCleanPillarsA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_StoneCleanTrimA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_StoneCleanTrimA.MI_StoneCleanTrimA,DEAD-OVERRIDE,RefractionDepthBias,Albedo,MID,,Dead overrides may cause unpredictable shading: RefractionDepthBias
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_StoneCleanTrimB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_StoneCleanTrimB.MI_StoneCleanTrimB,DEAD-OVERRIDE,RefractionDepthBias,Albedo,MID,,Dead overrides may cause unpredictable shading: RefractionDepthBias
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_StoneCleanTrimD,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_StoneCleanTrimD.MI_StoneCleanTrimD,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_StoneFloorPolishedA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_StoneFloorPolishedA.MI_StoneFloorPolishedA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_StoneFloorPolishedB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_StoneFloorPolishedB.MI_StoneFloorPolishedB,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_StoneFloorPolishedTrimA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_StoneFloorPolishedTrimA.MI_StoneFloorPolishedTrimA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_StoneTilePatternA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_StoneTilePatternA.MI_StoneTilePatternA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_TerracottaTile,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_TerracottaTile.MI_TerracottaTile,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_WaterClean,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_WaterClean.MI_WaterClean,DEAD-OVERRIDE,Metallic; Roughness; ShadowDreamStrength; TextureWeight,,MID,,Dead overrides may cause unpredictable shading: Metallic; Roughness; ShadowDreamStrength; TextureWeight
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_WoodBrightA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_WoodBrightA.MI_WoodBrightA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_WoodBrownTrimA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_WoodBrownTrimA.MI_WoodBrownTrimA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_WoodBrownTrimB,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_WoodBrownTrimB.MI_WoodBrownTrimB,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_WoodHeartwoodAtlas,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_WoodHeartwoodAtlas.MI_WoodHeartwoodAtlas,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_WoodOldA,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_WoodOldA.MI_WoodOldA,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_WoodOldVarnished,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_WoodOldVarnished.MI_WoodOldVarnished,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Atlantis/MI_Arch_KB3D_ATL_WoodOrange,/Game/EnvSandbox/Materials/Instances/Atlantis/MI_WoodOrange.MI_WoodOrange,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Architecture/Cathedral/MI_Arch_Material_0,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,MARBLE-DEFAULT,,Albedo,MID,,Missing albedo texture - will show master default (likely grey/marble)
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasDecalOrnamets,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasFlowersA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasIvy,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasLeafA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasLeafB,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasOrnaments,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasPaintPatternsA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_AtlasTreeA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanB,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanBeigeA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanBlueA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanBlueB,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanBlueC,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanRedB,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanTrimA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanTrimB,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,DEAD-OVERRIDE,RefractionDepthBias,,MID,,Dead overrides may cause unpredictable shading: RefractionDepthBias
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneCleanWhiteA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneDamagedA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneDamagedB,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneDamagedC,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneDamagedD,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_BrickStoneTrimA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_Burlap,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_ClayRoofTilesOrangeA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_CobblestoneStoneFloorA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_CobblestoneStoneFloorB,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_FabricSail,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_FabricTentBlueA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_GoldWornA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_Grass,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_HaleBale,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_Iron,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_LeatherBrownOldA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_MarbleWhiteA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_MetalForgedA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_MetalPBronze,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsBaskets,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsBenchB,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsChariot,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsHarp,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsPots,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsShields,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsSpear,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal_Alpha.M_Master_Toon_Universal_Alpha,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsStele,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_PropsTrident,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_RopesTrimA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_SandStoneDamagedWhite,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_SandStonePaintedBeigeA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_SandStonePaintedBlueA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
/Game/EnvSandbox/Materials/Instances/Atlantis/MI_SandStonePaintedRedA,/Game/EnvSandbox/Materials/Masters/M_Master_Toon_Universal.M_Master_Toon_Universal,OK,,,MID,,Live overrides present
